Posicao;Segmento;Modalidade;InstituicaoFinanceira;TaxaJurosAoMes;TaxaJurosAoAno
1;Pessoa Física;Financiamento imobiliário com taxas de mercado - Pós-fixado referenciado em IPCA;CAIXA ECONOMICA FEDERAL;0,42;5,17
2;Pessoa Física;Financiamento imobiliário com taxas de mercado - Pós-fixado referenciado em IPCA;BCO DO BRASIL S.A.;0,71;8,82
