Posicao;Segmento;Modalidade;InstituicaoFinanceira;TaxaJurosAoMes;TaxaJurosAoAno
1;Pessoa Física;Desconto de cheques - Pré-fixado;BCO BANESTES S.A.;0,06;0,74
2;Pessoa Física;Desconto de cheques - Pré-fixado;BCO BRADESCO S.A.;3,01;42,67
3;Pessoa Física;Desconto de cheques - Pré-fixado;BCO DO BRASIL S.A.;4,17;63,34
